territorio,periodo,Indicador,Subcategoria_Indicador,tabela,variavel_cv,categoria,Estimativa,SE,cv_projeto,cv_oficial,dif,ok
Brasil,201603,Distribuicao_PIT_por_Faixa_Etaria_SIDRA,Faixa_Etaria_sidra40 a 59 anos,4094,4105,99127,0.3030871714439413,1.1188847790709572e-12,3.6916269789330393e-10,NA,NA,NA
Brasil,202602,Distribuicao_PIT_por_Faixa_Etaria_SIDRA,Faixa_Etaria_sidra40 a 59 anos,4094,4105,99127,0.328972096463372,9.630161476113581e-13,2.9273490304019785e-10,NA,NA,NA
Brasil,201602,Distribuicao_PIT_por_Faixa_Etaria_SIDRA,Faixa_Etaria_sidra60 anos ou mais,4094,4105,3302,0.15915819933892997,2.5481063762154685e-12,1.600989698802281e-9,NA,NA,NA
Brasil,201603,Distribuicao_PIT_por_Faixa_Etaria_SIDRA,Faixa_Etaria_sidra60 anos ou mais,4094,4105,3302,0.16023673268049388,1.3774217153768344e-12,8.596167010740056e-10,NA,NA,NA
Brasil,202602,Distribuicao_PIT_por_Faixa_Etaria_SIDRA,Faixa_Etaria_sidra60 anos ou mais,4094,4105,3302,0.20703916536198108,1.2009367226083931e-12,5.800529192187919e-10,NA,NA,NA
Brasil,201602,Distribuicao_PIT_por_Sexo,Sexo_pitFeminino,4093,4105,5,0.5172513352049156,3.62921371144056e-12,7.016344791072992e-10,NA,NA,NA
Brasil,201603,Distribuicao_PIT_por_Sexo,Sexo_pitFeminino,4093,4105,5,0.5172569092380315,8.613108273682617e-13,1.665150937542921e-10,NA,NA,NA
Brasil,202602,Distribuicao_PIT_por_Sexo,Sexo_pitFeminino,4093,4105,5,0.5179001859924082,1.0420221129833001e-12,2.0120133978839214e-10,NA,NA,NA
Brasil,201602,Distribuicao_PIT_por_Sexo,Sexo_pitMasculino,4093,4105,4,0.48274866479508444,3.629213677330211e-12,7.517811942309003e-10,NA,NA,NA
Brasil,201603,Distribuicao_PIT_por_Sexo,Sexo_pitMasculino,4093,4105,4,0.48274309076196853,8.613072725928945e-13,1.7841938892038722e-10,NA,NA,NA
Brasil,202602,Distribuicao_PIT_por_Sexo,Sexo_pitMasculino,4093,4105,4,0.48209981400759194,1.0419856597732254e-12,2.161348396116196e-10,NA,NA,NA
Brasil,201602,Empregados_Setor_Privado,emp_privado,4097,4091,31721,44984311.4288025,174317.99743789664,0.38750842660733614,0.4,-0.01249157339266388,TRUE
Brasil,201603,Empregados_Setor_Privado,emp_privado,4097,4091,31721,44828645.52858057,157269.0360379705,0.35082263624874277,0.3,0.05082263624874278,FALSE
Brasil,202602,Empregados_Setor_Privado,emp_privado,4097,4091,31721,52986718.9897,200931.7270986489,0.3792114909732526,0.4,-0.020788509026747448,TRUE
Brasil,201602,Empregados_Setor_Publico,emp_publico,4097,4091,31727,10909981.52106068,114425.36517360935,1.0488135562165901,1,0.048813556216590115,TRUE
Brasil,201603,Empregados_Setor_Publico,emp_publico,4097,4091,31727,10968177.02551439,111366.78898630281,1.0153627966364802,1,0.015362796636480214,TRUE
Brasil,202602,Empregados_Setor_Publico,emp_publico,4097,4091,31727,13018195.63882171,114438.34822912415,0.879064590855097,0.9,-0.020935409144902994,TRUE
Brasil,201602,Nivel_Ocupacao,ocup/pit,4093,4101,6794,0.5570074475712306,0.0011538306943410814,0.20714816280684087,0.2,0.007148162806840858,TRUE
Brasil,201603,Nivel_Ocupacao,ocup/pit,4093,4101,6794,0.5500519040104788,0.0011029118690972246,0.2005105083821714,0.2,5.105083821713985e-4,TRUE
Brasil,202602,Nivel_Ocupacao,ocup/pit,4093,4101,6794,0.5875568143807174,9.998986544299386e-4,0.17017905842583544,0.2,-0.029820941574164567,TRUE
Brasil,201602,Ocupados_Agropecuaria,ocup_agro,5434,4091,47947,9168746.64576095,118091.73413055467,1.2879812115339977,1.3,-0.01201878846600235,TRUE
Brasil,201603,Ocupados_Agropecuaria,ocup_agro,5434,4091,47947,8800423.05348221,107840.89128343262,1.2254057632009112,1.2,0.025405763200911258,TRUE
Brasil,202602,Ocupados_Agropecuaria,ocup_agro,5434,4091,47947,7918182.71261535,109093.41221242117,1.3777582075570465,1.4,-0.022241792442953434,TRUE
Brasil,201602,PIT_por_Faixa_Etaria_SIDRA,Faixa_Etaria_sidra14 a 17 anos,4094,4087,114535,13528393.02488201,57288.648785216435,0.42346972533876465,0.4,0.023469725338764624,TRUE
Brasil,201603,PIT_por_Faixa_Etaria_SIDRA,Faixa_Etaria_sidra14 a 17 anos,4094,4087,114535,13449137.87273205,52901.004333093355,0.3933412300006935,0.4,-0.006658769999306535,TRUE
Brasil,202602,PIT_por_Faixa_Etaria_SIDRA,Faixa_Etaria_sidra14 a 17 anos,4094,4087,114535,11760100.78296067,55545.46081703982,0.47232129929974925,0.5,-0.027678700700250747,TRUE
Brasil,201602,PIT_por_Faixa_Etaria_SIDRA,Faixa_Etaria_sidra18 a 24 anos,4094,4087,100052,23436246.97514715,57288.648784794044,0.24444463674386732,0.2,0.04444463674386731,TRUE
Brasil,201603,PIT_por_Faixa_Etaria_SIDRA,Faixa_Etaria_sidra18 a 24 anos,4094,4087,100052,23445860.12728697,52901.00433941677,0.22563046973844672,0.2,0.02563046973844671,TRUE
Brasil,202602,PIT_por_Faixa_Etaria_SIDRA,Faixa_Etaria_sidra18 a 24 anos,4094,4087,100052,21084129.21703993,55545.46080426996,0.2634467861228,0.3,-0.03655321387720001,TRUE
Brasil,201602,PIT_por_Faixa_Etaria_SIDRA,Faixa_Etaria_sidra25 a 39 anos,4094,4087,108875,49849818.00004075,1.8772769415594995e-4,3.765865186424482e-10,0,3.765865186424482e-10,TRUE
Brasil,201603,PIT_por_Faixa_Etaria_SIDRA,Faixa_Etaria_sidra25 a 39 anos,4094,4087,108875,49881368.00002519,1.1776922403080846e-4,2.360986251033632e-10,0,2.360986251033632e-10,TRUE
Brasil,202602,PIT_por_Faixa_Etaria_SIDRA,Faixa_Etaria_sidra25 a 39 anos,4094,4087,108875,48539223.00000209,8.920801192008835e-4,1.8378541395292729e-9,0,1.8378541395292729e-9,TRUE
Brasil,201602,PIT_por_Faixa_Etaria_SIDRA,Faixa_Etaria_sidra40 a 59 anos,4094,4087,99127,48785110.00001329,0.001360659953251464,2.7890886240721675e-9,0,2.7890886240721675e-9,TRUE
Brasil,201603,PIT_por_Faixa_Etaria_SIDRA,Faixa_Etaria_sidra40 a 59 anos,4094,4087,99127,49006847.00001205,3.6126588195348446e-4,7.371743012836465e-10,0,7.371743012836465e-10,TRUE
Brasil,202602,PIT_por_Faixa_Etaria_SIDRA,Faixa_Etaria_sidra40 a 59 anos,4094,4087,99127,57701584.0000017,8.287414813487958e-4,1.4362542999664816e-9,0,1.4362542999664816e-9,TRUE
Brasil,201602,PIT_por_Faixa_Etaria_SIDRA,Faixa_Etaria_sidra60 anos ou mais,4094,4087,3302,25666877.00000455,6.780819264920436e-4,2.641855986187659e-9,0,2.641855986187659e-9,TRUE
Brasil,201603,PIT_por_Faixa_Etaria_SIDRA,Faixa_Etaria_sidra60 anos ou mais,4094,4087,3302,25909038.00000397,3.126616693741673e-4,1.206766802280036e-9,0,1.206766802280036e-9,TRUE
Brasil,202602,PIT_por_Faixa_Etaria_SIDRA,Faixa_Etaria_sidra60 anos ou mais,4094,4087,3302,36314593.00000152,4.183842582836903e-4,1.152110553142294e-9,0,1.152110553142294e-9,TRUE
Brasil,201602,PIT_por_Instrucao_SIDRA,Instrucao_sidraFundamental completo ou equivalente,4095,4087,11628,16902513.57790615,124166.92210809143,0.734606255665987,0.7,0.034606255665987073,TRUE
Brasil,201603,PIT_por_Instrucao_SIDRA,Instrucao_sidraFundamental completo ou equivalente,4095,4087,11628,16454545.85214538,127340.23981810745,0.7738909415206044,0.8,-0.026109058479395597,TRUE
Brasil,202602,PIT_por_Instrucao_SIDRA,Instrucao_sidraFundamental completo ou equivalente,4095,4087,11628,13944815.48883489,115275.04550359529,0.826651636917619,0.8,0.02665163691761896,TRUE
Brasil,201602,PIT_por_Instrucao_SIDRA,Instrucao_sidraFundamental incompleto ou equivalente,4095,4087,11779,49891663.61410765,242721.4336314893,0.48649697374063106,0.5,-0.013503026259368944,TRUE
Brasil,201603,PIT_por_Instrucao_SIDRA,Instrucao_sidraFundamental incompleto ou equivalente,4095,4087,11779,50139931.93353108,249135.9322779669,0.4968812734094623,0.5,-0.0031187265905376904,TRUE
Brasil,202602,PIT_por_Instrucao_SIDRA,Instrucao_sidraFundamental incompleto ou equivalente,4095,4087,11779,41182137.09685828,198294.70334914394,0.481506588360786,0.5,-0.018493411639213975,TRUE
Brasil,201602,PIT_por_Instrucao_SIDRA,Instrucao_sidraMédio completo ou equivalente,4095,4087,11630,44114690.14131933,206573.25378391577,0.46826409325820517,0.5,-0.03173590674179483,TRUE
Brasil,201603,PIT_por_Instrucao_SIDRA,Instrucao_sidraMédio completo ou equivalente,4095,4087,11630,44600691.59932122,221924.27710004838,0.4975803494119492,0.5,-0.0024196505880508257,TRUE
Brasil,202602,PIT_por_Instrucao_SIDRA,Instrucao_sidraMédio completo ou equivalente,4095,4087,11630,56456065.68528676,230039.37907822742,0.40746618859446826,0.4,0.007466188594468237,TRUE
Brasil,201602,PIT_por_Instrucao_SIDRA,Instrucao_sidraMédio incompleto ou equivalente,4095,4087,11629,12844745.26849596,102249.4560572548,0.7960411352651727,0.8,-0.0039588647348273165,TRUE
Brasil,201603,PIT_por_Instrucao_SIDRA,Instrucao_sidraMédio incompleto ou equivalente,4095,4087,11629,13023389.94644534,101000.23283316365,0.7755295145772018,0.8,-0.024470485422798283,TRUE
Brasil,202602,PIT_por_Instrucao_SIDRA,Instrucao_sidraMédio incompleto ou equivalente,4095,4087,11629,14256595.66410459,107949.11608142401,0.7571871898788535,0.8,-0.04281281012114657,TRUE
Brasil,201602,PIT_por_Instrucao_SIDRA,Instrucao_sidraSem instrução e menos de 1 ano de estudo,4095,4087,120706,9546713.29277031,102912.44929554284,1.0779882682082644,1.1,-0.022011731791735656,TRUE
Brasil,201603,PIT_por_Instrucao_SIDRA,Instrucao_sidraSem instrução e menos de 1 ano de estudo,4095,4087,120706,9364903.46093599,95237.44459030703,1.0169613065161098,1,0.01696130651610983,TRUE
Brasil,202602,PIT_por_Instrucao_SIDRA,Instrucao_sidraSem instrução e menos de 1 ano de estudo,4095,4087,120706,7028269.90962571,77454.63902569895,1.1020441733408584,1.1,0.0020441733408582685,TRUE
Brasil,201602,PIT_por_Instrucao_SIDRA,Instrucao_sidraSuperior completo,4095,4087,11632,20072720.50832551,322958.9405415112,1.6089445394686703,1.6,0.008944539468670243,TRUE
