estrato_geografico,n_UPAs,k,obj_DP,obj_cumsqrtf,obj_kozak,cortes_DP,DP_e_melhor
221001,929,3,970.63273785764,982.2075315656909,970.6327378576402,499|779,TRUE
225101,734,3,334.88612637113414,336.392506413615,334.8861263711334,342|584,TRUE
225102,864,3,86.29839126590758,86.40808769352527,86.29839126590666,354|714,TRUE
225201,818,3,368.5490514304405,370.0282189142535,368.54905143044107,399|668,TRUE
225202,837,3,89.62921779824967,91.43964813852465,89.62921779824849,350|687,TRUE
225301,505,3,322.48841295222894,322.7220748095748,322.4884129522283,189|355,TRUE
225302,489,3,108.10817412000765,108.48064403361636,108.10817412000692,160|339,TRUE
