Indicador,Indicador_Nome,Regiao_Geografica,Geografia_Nome,Recorte_Demografico,Recorte_Nome,Variavel_Testada,Metodo,Estatistica,GL,p_valor,Significancia,p_ajustado,Significancia_ajustada,N
Taxa_Subocupacao,Subocupação por Insuficiência de Horas,Zona_Urbana,Zona Urbana,Instrucao,Grau de Instrução (detalhado),VD3004,svyglm+regTermTest(LRT),85.63120020995075,"6, 199",0.00497466278673792,**,0.04228463368727236,*,3692
Rendimento_Medio_Habitual,Rendimento Médio Habitual,Micro_2252012,Micro 2252012,Sexo,Sexo,Sexo,svyglm+regTermTest(LRT),34375820.12564731,"1, 192",0.00501626279350757,**,0.03009757676104544,*,522
Motivo_Nao_Inicio_NemNem,Motivo de Não Iniciar Trabalho (Nem-Nem),Agreg_Baixo Parnaíba do Piauí,Baixo Parnaíba do Piauí,Raca,Cor ou Raça,Raca,svychisq,3.393055359338057,"4.94375320195586, 603.137890638615",0.00512886012120958,**,0.0181673803798106,*,134
Rendimento_Medio_Habitual,Rendimento Médio Habitual,Micro_2210030,Micro 2210030,Faixa_Etaria_trabalho,Faixa Etária,Faixa_Etaria_trabalho,svyglm+regTermTest(LRT),46070937.05505943,"2, 199",0.00522104338775982,**,0.01391509737766006,*,882
Rendimento_Informal,Rendimento Médio — Setor Informal,Micro_2253012,Micro 2253012,Instrucao_agregado,Grau de Instrução (dicotomizado),Instrucao,svyglm+regTermTest(LRT),12528420.542518646,"1, 63",0.0053556684972937,**,0.01338917124323425,*,74
Rendimento_Formal,Rendimento Médio — Setor Formal,Micro_2253011,Micro 2253011,Faixa_Etaria_trabalho,Faixa Etária,Faixa_Etaria_trabalho,svyglm+regTermTest(LRT),40785405.60665202,"2, 160",0.00550785067748633,**,0.01193367646788706,*,383
Motivo_Nao_Procura_NemNem,Motivo de Não Procurar Trabalho (Nem-Nem),Agreg_Baixo Parnaíba do Piauí,Baixo Parnaíba do Piauí,Sexo,Sexo,Sexo,svychisq,4.151755816128038,"3.15800898176198, 385.277095774962",0.00562854166275746,**,0.01023371211410447,*,134
Rendimento_Formal,Rendimento Médio — Setor Formal,Micro_2253020,Micro 2253020,Raca,Cor ou Raça,Raca,svyglm+regTermTest(LRT),55097482.44856349,"2, 161",0.0056346073419381,**,0.0647979844322882,ns,395
Proporcao_Ocupados_Escolarizados,Ocupados com Ensino Médio Completo ou Mais,Micro_2251013,Micro 2251013,Sexo,Sexo,Sexo,svyglm+regTermTest(LRT),9.402602258308235,"1, 100",0.00563898652946452,**,0.01015017575303614,*,145
Rendimento_Informal,Rendimento Médio — Setor Informal,Agreg_Alto Parnaíba e Chapadas Sul do Piauí,Alto Parnaíba e Chapadas Sul do Piauí,Instrucao,Grau de Instrução (detalhado),VD3004,svyglm+regTermTest(LRT),87385117.51245332,"6, 199",0.00568348800827851,**,0.01477706882152414,*,395
Rendimento_Medio_Habitual,Rendimento Médio Habitual,Micro_2253020,Micro 2253020,Faixa_Etaria_trabalho,Faixa Etária,Faixa_Etaria_trabalho,svyglm+regTermTest(LRT),11671589.901981056,"2, 169",0.00572585076630296,**,0.01391509737766006,*,474
Rendimento_Medio_Habitual,Rendimento Médio Habitual,Micro_2253011,Micro 2253011,Instrucao_agregado,Grau de Instrução (dicotomizado),Instrucao,svyglm+regTermTest(LRT),72033676.55500484,"1, 169",0.00586213564322373,**,0.00811680319830978,**,465
Rendimento_Medio_Habitual,Rendimento Médio Habitual,Micro_2210013,Micro 2210013,Faixa_Etaria_trabalho,Faixa Etária,Faixa_Etaria_trabalho,svyglm+regTermTest(LRT),494539445.82005405,"2, 145",0.00596361316185431,**,0.01391509737766006,*,410
Rendimento_Medio_Habitual,Rendimento Médio Habitual,Micro_2252013,Micro 2252013,Instrucao,Grau de Instrução (detalhado),VD3004,svyglm+regTermTest(LRT),352769965.4302672,"6, 134",0.00597002247114165,**,0.00732684576003748,**,388
Rendimento_Informal,Rendimento Médio — Setor Informal,Micro_2210030,Micro 2210030,Instrucao_agregado,Grau de Instrução (dicotomizado),Instrucao,svyglm+regTermTest(LRT),3412283.5209975243,"1, 125",0.00599502165127511,**,0.01398838385297527,*,161
Taxa_Nem_Nem,Taxa de Nem-Nem (14 a 29 anos),Micro_2252020,Micro 2252020,Sexo,Sexo,Sexo,svyglm+regTermTest(LRT),9.671213638604344,"1, 126",0.00600825616617404,**,0.02403302466469619,*,173
Motivo_Desistencia_Desalentado,Motivo da Desistência (Desalentados),Micro_2251012,Micro 2251012,Sexo,Sexo,Sexo,svychisq,10.993091009968806,"1, 12",0.00616036160895053,**,0.08624506252530754,ns,17
Rendimento_Formal,Rendimento Médio — Setor Formal,Micro_2210012,Micro 2210012,Sexo,Sexo,Sexo,svyglm+regTermTest(LRT),253989119.08097267,"1, 199",0.0061744371500269,**,0.02910806085012681,*,543
Desalentados_Forca_Ampliada,Desalentados na Força de Trabalho Ampliada,Zona_Rural,Zona Rural,Instrucao_agregado,Grau de Instrução (dicotomizado),Instrucao,svyglm+regTermTest(LRT),8.189722370686468,"1, 199",0.00650948922009782,**,0.05533065837083152,ns,4410
Percentual_Subremuneracao,Subremuneração (abaixo do salário-mínimo/hora),Micro_2220020,Micro 2220020,Instrucao_agregado,Grau de Instrução (dicotomizado),Instrucao,svyglm+regTermTest(LRT),13.733131686459558,"1, 199",0.00660308851698427,**,0.0125111150848123,*,601
Taxa_Informalidade,Taxa de Informalidade,Micro_2253011,Micro 2253011,Sexo,Sexo,Sexo,svyglm+regTermTest(LRT),5.881375112569003,"1, 123",0.00675838991894003,**,0.04010789946661618,*,199
Proporcao_Ocupados_Escolarizados,Ocupados com Ensino Médio Completo ou Mais,Micro_2253011,Micro 2253011,Sexo,Sexo,Sexo,svyglm+regTermTest(LRT),7.415056122114208,"1, 123",0.00684698406056547,**,0.01173768696096937,*,199
Motivo_Nao_Inicio_NemNem,Motivo de Não Iniciar Trabalho (Nem-Nem),Zona_Rural,Zona Rural,Raca,Cor ou Raça,Raca,svychisq,2.7841515059988415,"6.92954012440833, 1378.97848475726",0.00726695215192424,**,0.0181673803798106,*,287
Rendimento_Formal,Rendimento Médio — Setor Formal,Agreg_Alto Parnaíba e Chapadas Sul do Piauí,Alto Parnaíba e Chapadas Sul do Piauí,Instrucao_agregado,Grau de Instrução (dicotomizado),Instrucao,svyglm+regTermTest(LRT),64878556.103461266,"1, 199",0.0073004793806992,**,0.01946794501519786,*,1653
Rendimento_Medio_Habitual,Rendimento Médio Habitual,Micro_2210012,Micro 2210012,Sexo,Sexo,Sexo,svyglm+regTermTest(LRT),164258949.9416294,"1, 199",0.0074950106235418,**,0.03854576892107216,*,636
Rendimento_Informal,Rendimento Médio — Setor Informal,"Admin_Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)","Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",Sexo,Sexo,Sexo,svyglm+regTermTest(LRT),15174866.9631536,"1, 199",0.00765200842880975,**,0.02231835791736179,*,1466
Rendimento_Medio_Habitual,Rendimento Médio Habitual,Micro_2210020,Micro 2210020,Instrucao,Grau de Instrução (detalhado),VD3004,svyglm+regTermTest(LRT),122422224.24113403,"6, 147",0.00776952544768432,**,0.0091207472646729,**,475
Taxa_Informalidade,Taxa de Informalidade,Micro_2251020,Micro 2251020,Sexo,Sexo,Sexo,svyglm+regTermTest(LRT),6.657287856705864,"1, 162",0.00779875822961981,**,0.04010789946661618,*,231
Taxa_Informalidade,Taxa de Informalidade,Agreg_Alto Parnaíba e Chapadas Sul do Piauí,Alto Parnaíba e Chapadas Sul do Piauí,Instrucao,Grau de Instrução (detalhado),VD3004,svyglm+regTermTest(LRT),212.03589737740003,"6, 199",0.00786993910448531,**,0.02459355970151661,*,743
Desalentados_Fora_Forca,Desalentados Fora da Força de Trabalho,Micro_2253020,Micro 2253020,Instrucao_agregado,Grau de Instrução (dicotomizado),Instrucao,svyglm+regTermTest(LRT),6.313640436913801,"1, 142",0.00801665270238454,**,0.0400832635119227,*,245
Rendimento_Informal,Rendimento Médio — Setor Informal,Micro_2251013,Micro 2251013,Instrucao_agregado,Grau de Instrução (dicotomizado),Instrucao,svyglm+regTermTest(LRT),4939027.616919279,"1, 65",0.00803298981892382,**,0.01681447602193242,*,82
Proporcao_Ocupados_Escolarizados,Ocupados com Ensino Médio Completo ou Mais,Micro_2210013,Micro 2210013,Sexo,Sexo,Sexo,svyglm+regTermTest(LRT),4.808842465723785,"1, 120",0.00807083042844782,**,0.01320681342836917,*,210
Rendimento_Informal,Rendimento Médio — Setor Informal,Micro_2251012,Micro 2251012,Instrucao_agregado,Grau de Instrução (dicotomizado),Instrucao,svyglm+regTermTest(LRT),27067881.445890307,"1, 79",0.00816703121065289,**,0.01681447602193242,*,105
Taxa_Nem_Nem,Taxa de Nem-Nem (14 a 29 anos),"Admin_Resto da RIDE (Região Integrada de Desenvolvimento Econômico, excluindo a capital)","Resto da RIDE (Região Integrada de Desenvolvimento Econômico, excluindo a capital)",Sexo,Sexo,Sexo,svyglm+regTermTest(LRT),9.475825148004276,"1, 199",0.00818527608695551,**,0.02645136114834205,*,287
Taxa_Nem_Nem,Taxa de Nem-Nem (14 a 29 anos),Agreg_Entorno metropolitano de Teresina (PI),Entorno metropolitano de Teresina (PI),Sexo,Sexo,Sexo,svyglm+regTermTest(LRT),9.475825148004276,"1, 199",0.00818527608695551,**,0.02645136114834205,*,287
Rendimento_Formal,Rendimento Médio — Setor Formal,Agreg_Baixo Parnaíba do Piauí,Baixo Parnaíba do Piauí,Sexo,Sexo,Sexo,svyglm+regTermTest(LRT),27448382.034435987,"1, 199",0.00847453481760212,**,0.03495745612260878,*,2025
Percentual_Subremuneracao,Subremuneração (abaixo do salário-mínimo/hora),Agreg_Baixo Parnaíba do Piauí,Baixo Parnaíba do Piauí,Faixa_Etaria_trabalho,Faixa Etária,Faixa_Etaria_trabalho,svyglm+regTermTest(LRT),17.783830849439482,"2, 199",0.00865693964961909,**,0.04522981688999542,*,2584
Rendimento_Formal,Rendimento Médio — Setor Formal,Micro_2210013,Micro 2210013,Raca,Cor ou Raça,Raca,svyglm+regTermTest(LRT),405052562.7461443,"2, 135",0.00867235771552483,**,0.0664880758190237,ns,335
Rendimento_Medio_Habitual,Rendimento Médio Habitual,Micro_2254020,Micro 2254020,Instrucao_agregado,Grau de Instrução (dicotomizado),Instrucao,svyglm+regTermTest(LRT),6232853.409713715,"1, 104",0.00877503702768943,**,0.01170004937025258,*,320
Percentual_Subremuneracao,Subremuneração (abaixo do salário-mínimo/hora),Micro_2210011,Micro 2210011,Faixa_Etaria_trabalho,Faixa Etária,Faixa_Etaria_trabalho,svyglm+regTermTest(LRT),16.99208696243113,"2, 199",0.0087946866174991,**,0.04522981688999542,*,1931
Taxa_Nem_Nem,Taxa de Nem-Nem (14 a 29 anos),Agreg_Baixo Parnaíba do Piauí,Baixo Parnaíba do Piauí,Sexo,Sexo,Sexo,svyglm+regTermTest(LRT),12.217759503341313,"1, 199",0.00881712038278068,**,0.02645136114834205,*,555
Chefes_Familia_Desocupados,Pessoas Responsáveis pelo Domicílio Desocupadas,Zona_Urbana,Zona Urbana,Instrucao_agregado,Grau de Instrução (dicotomizado),Instrucao,svyglm+regTermTest(LRT),10.533224080586592,"1, 199",0.00899508573286786,**,0.02998361910955955,*,305
Chefes_Familia_Desocupados,Pessoas Responsáveis pelo Domicílio Desocupadas,Agreg_Centro-Leste do Piauí,Centro-Leste do Piauí,Faixa_Etaria_trabalho,Faixa Etária,Faixa_Etaria_trabalho,svyglm+regTermTest(LRT),9.896738895013172,"1, 71",0.00927192506529604,**,0.02008917097480808,*,81
Taxa_Informalidade,Taxa de Informalidade,Micro_2253020,Micro 2253020,Instrucao_agregado,Grau de Instrução (dicotomizado),Instrucao,svyglm+regTermTest(LRT),15.79279358372105,"1, 94",0.00938038436644195,**,0.01367972720106118,*,121
Percentual_Subremuneracao,Subremuneração (abaixo do salário-mínimo/hora),Micro_2210012,Micro 2210012,Sexo,Sexo,Sexo,svyglm+regTermTest(LRT),2.9451183963130347,"1, 199",0.00940838651211813,**,0.08467547860906324,ns,636
Rendimento_Formal,Rendimento Médio — Setor Formal,Micro_2210030,Micro 2210030,Faixa_Etaria_trabalho,Faixa Etária,Faixa_Etaria_trabalho,svyglm+regTermTest(LRT),38580383.04426336,"2, 199",0.00950139949950476,**,0.01900279899900953,*,721
Motivo_Desistencia_Desalentado,Motivo da Desistência (Desalentados),Micro_2251011,Micro 2251011,Instrucao_agregado,Grau de Instrução (dicotomizado),Instrucao,svychisq,9.218552145646743,"1, 13",0.00955008960439756,**,0.07703258507050188,ns,15
Percentual_Subremuneracao,Subremuneração (abaixo do salário-mínimo/hora),Agreg_Baixo Parnaíba do Piauí,Baixo Parnaíba do Piauí,Instrucao,Grau de Instrução (detalhado),VD3004,svyglm+regTermTest(LRT),159.66790375115193,"6, 199",0.00957523188544644,**,0.02340612238664687,*,2584
Motivo_Desistencia_Desalentado,Motivo da Desistência (Desalentados),Micro_2251022,Micro 2251022,Instrucao_agregado,Grau de Instrução (dicotomizado),Instrucao,svychisq,10.185877793700346,"1, 10",0.00962907313381273,**,0.07703258507050188,ns,15
Rendimento_Informal,Rendimento Médio — Setor Informal,Micro_2210011,Micro 2210011,Instrucao_agregado,Grau de Instrução (dicotomizado),Instrucao,svyglm+regTermTest(LRT),41783124.20647216,"1, 199",0.00969342907180576,**,0.01884833430628899,*,345
Proporcao_Ocupados_Escolarizados,Ocupados com Ensino Médio Completo ou Mais,Micro_2252012,Micro 2252012,Raca,Cor ou Raça,Raca,svyglm+regTermTest(LRT),9.088927644795774,"2, 145",0.00981631354938339,**,0.08343866516975887,ns,222
Rendimento_Medio_Habitual,Rendimento Médio Habitual,Micro_2253010,Micro 2253010,Faixa_Etaria_trabalho,Faixa Etária,Faixa_Etaria_trabalho,svyglm+regTermTest(LRT),54644172.1589967,"2, 48",0.00992100925250764,**,0.02170220773986046,*,152
Taxa_Informalidade,Taxa de Informalidade,"Admin_Resto da RIDE (Região Integrada de Desenvolvimento Econômico, excluindo a capital)","Resto da RIDE (Região Integrada de Desenvolvimento Econômico, excluindo a capital)",Raca,Cor ou Raça,Raca,svyglm+regTermTest(LRT),13.886209749738214,"2, 199",0.00993807709212896,**,0.11263154037746162,ns,454
Taxa_Informalidade,Taxa de Informalidade,Agreg_Entorno metropolitano de Teresina (PI),Entorno metropolitano de Teresina (PI),Raca,Cor ou Raça,Raca,svyglm+regTermTest(LRT),13.886209749738214,"2, 199",0.00993807709212896,**,0.11263154037746162,ns,454
Taxa_Desocupacao,Taxa de Desocupação,Micro_2210030,Micro 2210030,Faixa_Etaria_trabalho,Faixa Etária,Faixa_Etaria_trabalho,svyglm+regTermTest(LRT),10.334613285208064,"2, 199",0.01010485291190331,*,0.03435649990047128,*,412
Desalentados_Fora_Forca,Desalentados Fora da Força de Trabalho,Agreg_Baixo Parnaíba do Piauí,Baixo Parnaíba do Piauí,Instrucao_agregado,Grau de Instrução (dicotomizado),Instrucao,svyglm+regTermTest(LRT),7.820218541198642,"1, 199",0.01036480906785098,*,0.04534603967184807,*,1113
Desalentados_Forca_Ampliada,Desalentados na Força de Trabalho Ampliada,Micro_2252020,Micro 2252020,Instrucao_agregado,Grau de Instrução (dicotomizado),Instrucao,svyglm+regTermTest(LRT),5.789508209078974,"1, 199",0.01054031264820374,*,0.07167412600778544,ns,847
Rendimento_Formal,Rendimento Médio — Setor Formal,Micro_2251013,Micro 2251013,Instrucao_agregado,Grau de Instrução (dicotomizado),Instrucao,svyglm+regTermTest(LRT),9315894.302084744,"1, 142",0.01137106792441345,*,0.02799032104471004,*,326
Proporcao_Ocupados_Escolarizados,Ocupados com Ensino Médio Completo ou Mais,Micro_2220010,Micro 2220010,Sexo,Sexo,Sexo,svyglm+regTermTest(LRT),6.127860969427331,"1, 179",0.01163958535359384,*,0.01821848142301645,*,299
Rendimento_Informal,Rendimento Médio — Setor Informal,Micro_2210030,Micro 2210030,Sexo,Sexo,Sexo,svyglm+regTermTest(LRT),7542583.43514286,"1, 125",0.0116889300187559,*,0.03147019620434282,*,161
Taxa_Informalidade,Taxa de Informalidade,Micro_2210013,Micro 2210013,Instrucao_agregado,Grau de Instrução (dicotomizado),Instrucao,svyglm+regTermTest(LRT),23.783043476555747,"1, 120",0.01176753755199153,*,0.01647455257278814,*,210
Taxa_Desocupacao,Taxa de Desocupação,Zona_Urbana,Zona Urbana,Instrucao,Grau de Instrução (detalhado),VD3004,svyglm+regTermTest(LRT),69.06424804910648,"6, 199",0.01187554527483254,*,0.10687990747349292,ns,3997
Taxa_Desocupacao,Taxa de Desocupação,Micro_2210020,Micro 2210020,Sexo,Sexo,Sexo,svyglm+regTermTest(LRT),4.817004208081869,"1, 111",0.01322730435388055,*,0.10071102916497213,ns,182
Rendimento_Formal,Rendimento Médio — Setor Formal,Micro_2253012,Micro 2253012,Sexo,Sexo,Sexo,svyglm+regTermTest(LRT),89997447.08747268,"1, 151",0.01341742883160191,*,0.04919723904920699,*,354
Rendimento_Formal,Rendimento Médio — Setor Formal,Micro_2252013,Micro 2252013,Instrucao_agregado,Grau de Instrução (dicotomizado),Instrucao,svyglm+regTermTest(LRT),40671174.07397878,"1, 118",0.013866396332841,*,0.03169462018935085,*,288
Rendimento_Medio_Habitual,Rendimento Médio Habitual,Micro_2210011,Micro 2210011,Sexo,Sexo,Sexo,svyglm+regTermTest(LRT),213911467.18031693,"1, 199",0.01393936439880211,*,0.06272713979460952,ns,1931
Taxa_Desocupacao,Taxa de Desocupação,Micro_2220020,Micro 2220020,Faixa_Etaria_trabalho,Faixa Etária,Faixa_Etaria_trabalho,svyglm+regTermTest(LRT),6.325842045104849,"2, 127",0.01413886910171874,*,0.0437019590416761,*,194
Motivo_Nao_Procura_NemNem,Motivo de Não Procurar Trabalho (Nem-Nem),"Admin_Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)","Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",Raca,Cor ou Raça,Raca,svychisq,2.3902346362501263,"8.10729882532106, 1613.35246623889",0.01416954580433904,*,0.0969415626490719,ns,406
Taxa_Informalidade,Taxa de Informalidade,Micro_2210020,Micro 2210020,Instrucao_agregado,Grau de Instrução (dicotomizado),Instrucao,svyglm+regTermTest(LRT),10.12762966801239,"1, 107",0.0141765109558157,*,0.01908376474821345,*,163
Taxa_Desocupacao,Taxa de Desocupação,Admin_Capital,Capital,Sexo,Sexo,Sexo,svyglm+regTermTest(LRT),6.85942676399668,"1, 199",0.0143872898807103,*,0.10071102916497213,ns,2128
Taxa_Desocupacao,Taxa de Desocupação,Agreg_Teresina,Teresina,Sexo,Sexo,Sexo,svyglm+regTermTest(LRT),6.85942676399668,"1, 199",0.0143872898807103,*,0.10071102916497213,ns,2128
Percentual_Subremuneracao,Subremuneração (abaixo do salário-mínimo/hora),Zona_Rural,Zona Rural,Sexo,Sexo,Sexo,svyglm+regTermTest(LRT),12.254595691512122,"1, 199",0.01517079411069263,*,0.109229717596987,ns,4410
Rendimento_Formal,Rendimento Médio — Setor Formal,Micro_2210012,Micro 2210012,Instrucao_agregado,Grau de Instrução (dicotomizado),Instrucao,svyglm+regTermTest(LRT),110071094.0646248,"1, 199",0.0151748121211315,*,0.03237293252508053,*,543
Motivo_Nao_Procura_NemNem,Motivo de Não Procurar Trabalho (Nem-Nem),"Admin_Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)","Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",Instrucao_agregado,Grau de Instrução (dicotomizado),Instrucao,svychisq,3.0951925306855657,"3.99383435078668, 794.773035806549",0.01530020021929266,*,0.14535190208328036,ns,406
Rendimento_Medio_Habitual,Rendimento Médio Habitual,Micro_2253020,Micro 2253020,Instrucao,Grau de Instrução (detalhado),VD3004,svyglm+regTermTest(LRT),87785871.87798753,"6, 169",0.01556962796896621,*,0.01751583146508699,*,474
Rendimento_Medio_Habitual,Rendimento Médio Habitual,Micro_2210011,Micro 2210011,Faixa_Etaria_trabalho,Faixa Etária,Faixa_Etaria_trabalho,svyglm+regTermTest(LRT),533854114.2422409,"2, 199",0.01557672128260888,*,0.03206972028772416,*,1931
Taxa_Informalidade,Taxa de Informalidade,"Admin_Resto da RIDE (Região Integrada de Desenvolvimento Econômico, excluindo a capital)","Resto da RIDE (Região Integrada de Desenvolvimento Econômico, excluindo a capital)",Sexo,Sexo,Sexo,svyglm+regTermTest(LRT),6.170553353809964,"1, 199",0.01583787286450817,*,0.06335149145803268,ns,454
Taxa_Informalidade,Taxa de Informalidade,Agreg_Entorno metropolitano de Teresina (PI),Entorno metropolitano de Teresina (PI),Sexo,Sexo,Sexo,svyglm+regTermTest(LRT),6.170553353809964,"1, 199",0.01583787286450817,*,0.06335149145803268,ns,454
Percentual_Subremuneracao,Subremuneração (abaixo do salário-mínimo/hora),Zona_Rural,Zona Rural,Faixa_Etaria_trabalho,Faixa Etária,Faixa_Etaria_trabalho,svyglm+regTermTest(LRT),10.375626069887858,"2, 199",0.01639074874805565,*,0.07375836936625045,ns,4410
Rendimento_Informal,Rendimento Médio — Setor Informal,"Admin_Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)","Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",Raca,Cor ou Raça,Raca,svyglm+regTermTest(LRT),18450640.00718141,"3, 199",0.0166638621209188,*,0.4394410709593407,ns,1466
Rendimento_Medio_Habitual,Rendimento Médio Habitual,Micro_2253021,Micro 2253021,Raca,Cor ou Raça,Raca,svyglm+regTermTest(LRT),2318994.65664427,"2, 36",0.01681622136921447,*,0.07567299616146515,ns,112
Rendimento_Medio_Habitual,Rendimento Médio Habitual,Micro_2254020,Micro 2254020,Faixa_Etaria_trabalho,Faixa Etária,Faixa_Etaria_trabalho,svyglm+regTermTest(LRT),5847659.692966193,"2, 104",0.01697066794064281,*,0.03299852099569435,*,320
Rendimento_Medio_Habitual,Rendimento Médio Habitual,Micro_2251021,Micro 2251021,Instrucao,Grau de Instrução (detalhado),VD3004,svyglm+regTermTest(LRT),10906758.029342782,"6, 77",0.01702733676047799,*,0.01838952370131623,*,211
Motivo_Nao_Inicio_NemNem,Motivo de Não Iniciar Trabalho (Nem-Nem),"Admin_Resto da RIDE (Região Integrada de Desenvolvimento Econômico, excluindo a capital)","Resto da RIDE (Região Integrada de Desenvolvimento Econômico, excluindo a capital)",Sexo,Sexo,Sexo,svychisq,3.5316527932229467,"2.84760452105316, 210.722734557934",0.01741583040339897,*,0.02709129173862063,*,82
Motivo_Nao_Inicio_NemNem,Motivo de Não Iniciar Trabalho (Nem-Nem),Agreg_Entorno metropolitano de Teresina (PI),Entorno metropolitano de Teresina (PI),Sexo,Sexo,Sexo,svychisq,3.5316527932229467,"2.84760452105316, 210.722734557934",0.01741583040339897,*,0.02709129173862063,*,82
Rendimento_Informal,Rendimento Médio — Setor Informal,Micro_2252021,Micro 2252021,Instrucao_agregado,Grau de Instrução (dicotomizado),Instrucao,svyglm+regTermTest(LRT),3140889.324714899,"1, 30",0.01779936748836735,*,0.03278830853120303,*,42
Proporcao_Ocupados_Escolarizados,Ocupados com Ensino Médio Completo ou Mais,Micro_2210012,Micro 2210012,Sexo,Sexo,Sexo,svyglm+regTermTest(LRT),3.4354056642990543,"1, 177",0.01797604082863347,*,0.0269640612429502,*,304
Rendimento_Formal,Rendimento Médio — Setor Formal,Micro_2210011,Micro 2210011,Faixa_Etaria_trabalho,Faixa Etária,Faixa_Etaria_trabalho,svyglm+regTermTest(LRT),648968171.6891403,"2, 199",0.01826958077060086,*,0.03392922143111589,*,1586
Rendimento_Formal,Rendimento Médio — Setor Formal,Micro_2210020,Micro 2210020,Instrucao_agregado,Grau de Instrução (dicotomizado),Instrucao,svyglm+regTermTest(LRT),10648270.959846972,"1, 139",0.01912936580723224,*,0.03567275428200581,*,388
Motivo_Nao_Procura_NemNem,Motivo de Não Procurar Trabalho (Nem-Nem),Agreg_Baixo Parnaíba do Piauí,Baixo Parnaíba do Piauí,Raca,Cor ou Raça,Raca,svychisq,2.4724772982778607,"6.45492265043843, 787.500563353488",0.01938831252981438,*,0.0969415626490719,ns,134
Motivo_Nao_Inicio_NemNem,Motivo de Não Iniciar Trabalho (Nem-Nem),"Admin_Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)","Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",Instrucao_agregado,Grau de Instrução (dicotomizado),Instrucao,svychisq,2.8812509903155816,"4.24833793911684, 845.419249884251",0.01945838220025729,*,0.1950494397898676,ns,406
Rendimento_Formal,Rendimento Médio — Setor Formal,Micro_2251012,Micro 2251012,Instrucao_agregado,Grau de Instrução (dicotomizado),Instrucao,svyglm+regTermTest(LRT),56100171.10565305,"1, 178",0.01964787725266804,*,0.03567275428200581,*,377
Desalentados_Forca_Ampliada,Desalentados na Força de Trabalho Ampliada,Micro_2253020,Micro 2253020,Sexo,Sexo,Sexo,svyglm+regTermTest(LRT),3.907273960074861,"1, 169",0.01967181859271921,*,0.1721284126862931,ns,474
Rendimento_Formal,Rendimento Médio — Setor Formal,Micro_2251020,Micro 2251020,Instrucao,Grau de Instrução (detalhado),VD3004,svyglm+regTermTest(LRT),19384683.330336463,"5, 199",0.01991277826034788,*,0.02172303082947042,*,694
Rendimento_Formal,Rendimento Médio — Setor Formal,Micro_2253010,Micro 2253010,Instrucao_agregado,Grau de Instrução (dicotomizado),Instrucao,svyglm+regTermTest(LRT),20093325.287975788,"1, 46",0.02006592428362827,*,0.03567275428200581,*,130
Taxa_Informalidade,Taxa de Informalidade,Micro_2210012,Micro 2210012,Sexo,Sexo,Sexo,svyglm+regTermTest(LRT),6.12864846892154,"1, 177",0.02151799652738625,*,0.07746478749859052,ns,304
Percentual_Subremuneracao,Subremuneração (abaixo do salário-mínimo/hora),"Admin_Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)","Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",Sexo,Sexo,Sexo,svyglm+regTermTest(LRT),8.34667903169884,"1, 199",0.0219397500496485,*,0.11587982515295096,ns,7268
Conribuintes_Desocupados,Responsáveis ou Cônjuges Desocupados,Micro_2210011,Micro 2210011,Faixa_Etaria_trabalho,Faixa Etária,Faixa_Etaria_trabalho,svyglm+regTermTest(LRT),35.10060036932816,"1, 73",0.02197755212136624,*,0.03924562878815402,*,82
Rendimento_Informal,Rendimento Médio — Setor Informal,Micro_2254020,Micro 2254020,Sexo,Sexo,Sexo,svyglm+regTermTest(LRT),3353337.32951542,"1, 64",0.02202132905672671,*,0.05426672485163809,ns,94
Rendimento_Formal,Rendimento Médio — Setor Formal,Micro_2210013,Micro 2210013,Faixa_Etaria_trabalho,Faixa Etária,Faixa_Etaria_trabalho,svyglm+regTermTest(LRT),346913218.49266815,"2, 135",0.0221562835172674,*,0.0384042247632635,*,335
Percentual_Subremuneracao,Subremuneração (abaixo do salário-mínimo/hora),Micro_2210013,Micro 2210013,Faixa_Etaria_trabalho,Faixa Etária,Faixa_Etaria_trabalho,svyglm+regTermTest(LRT),9.428232836050398,"2, 145",0.02225190433506532,*,0.08900761734026129,ns,410
Rendimento_Informal,Rendimento Médio — Setor Informal,Micro_2252021,Micro 2252021,Faixa_Etaria_trabalho,Faixa Etária,Faixa_Etaria_trabalho,svyglm+regTermTest(LRT),688599.9734597579,"2, 30",0.02230979234524584,*,0.11526726045043688,ns,42
Percentual_Subremuneracao,Subremuneração (abaixo do salário-mínimo/hora),Micro_2210011,Micro 2210011,Sexo,Sexo,Sexo,svyglm+regTermTest(LRT),6.231625514785492,"1, 199",0.0225321882241849,*,0.11587982515295096,ns,1931
