Indicador,Indicador_Nome,Subcategoria_Indicador,Tipo_Geo,Regiao_Geografica,Geografia_Nome,Estimativa,SE,IC_95,IC_inf,IC_sup,CV,Confiabilidade
Chefes_Familia_Desocupados,Pessoas Responsáveis pelo Domicílio Desocupadas,"VD2002 == ""Pessoa responsável""/VD4002 == ""Pessoas desocupadas""",Outro,Micro_2253012,Micro 2253012,0.44464342667363493,0.11317142825937768,[0.223 — 0.666],0.2228274272852547,0.6664594260620151,25.452176164170464,Regular (*)
Chefes_Familia_Desocupados,Pessoas Responsáveis pelo Domicílio Desocupadas,"VD2002 == ""Pessoa responsável""/VD4002 == ""Pessoas desocupadas""",Outro,Micro_2253020,Micro 2253020,0.4810393716853611,0.12402045774885076,[0.238 — 0.724],0.23795927449761362,0.7241194688731085,25.78176861372799,Regular (*)
Chefes_Familia_Desocupados,Pessoas Responsáveis pelo Domicílio Desocupadas,"VD2002 == ""Pessoa responsável""/VD4002 == ""Pessoas desocupadas""",Outro,Micro_2253021,Micro 2253021,0.8754660003669278,0.27742125376019633,[0.332 — 1.419],0.331720342996943,1.4192116577369127,31.68840978906351,Baixa
Chefes_Familia_Desocupados,Pessoas Responsáveis pelo Domicílio Desocupadas,"VD2002 == ""Pessoa responsável""/VD4002 == ""Pessoas desocupadas""",Outro,Micro_2253022,Micro 2253022,0,0,[0.000 — 0.000],0,0,NA,NA
Chefes_Familia_Desocupados,Pessoas Responsáveis pelo Domicílio Desocupadas,"VD2002 == ""Pessoa responsável""/VD4002 == ""Pessoas desocupadas""",Outro,Micro_2254020,Micro 2254020,0.22253953112588284,0.1337026151447707,[-0.040 — 0.485],-0.039517594557867713,0.4845966568096334,60.08038862503929,Baixa
Chefes_Familia_Desocupados,Pessoas Responsáveis pelo Domicílio Desocupadas,"VD2002 == ""Pessoa responsável""/VD4002 == ""Pessoas desocupadas""",Zona,Zona_Rural,Zona Rural,0.4087362157205882,0.04651019606325031,[0.318 — 0.500],0.3175762314366176,0.4998962000045588,11.37902497366288,Boa (**)
Chefes_Familia_Desocupados,Pessoas Responsáveis pelo Domicílio Desocupadas,"VD2002 == ""Pessoa responsável""/VD4002 == ""Pessoas desocupadas""",Zona,Zona_Urbana,Zona Urbana,0.365694492254747,0.03806767428129595,[0.291 — 0.440],0.2910818506634069,0.44030713384608705,10.409693087413952,Boa (**)
Conribuintes_Desocupados,Responsáveis ou Cônjuges Desocupados,"contribuinte_renda_domicilio/VD4002 == ""Pessoas desocupadas""",Agregados nacionais,Brasil,Brasil,0.527514332449338,0.00695227242503265,[0.514 — 0.541],0.513887878496274,0.5411407864024019,1.3179305276412259,Excelente (***)
Conribuintes_Desocupados,Responsáveis ou Cônjuges Desocupados,"contribuinte_renda_domicilio/VD4002 == ""Pessoas desocupadas""",Agregados nacionais,Nordeste,Nordeste,0.5456827010433482,0.00941450934547234,[0.527 — 0.564],0.5272302627262224,0.5641351393604739,1.7252717242954099,Excelente (***)
Conribuintes_Desocupados,Responsáveis ou Cônjuges Desocupados,"contribuinte_renda_domicilio/VD4002 == ""Pessoas desocupadas""",Agregados nacionais,Piauí,Piauí,0.5564829707895523,0.03283703998418403,[0.492 — 0.621],0.4921223724205516,0.620843569158553,5.900816684038686,Boa (**)
Conribuintes_Desocupados,Responsáveis ou Cônjuges Desocupados,"contribuinte_renda_domicilio/VD4002 == ""Pessoas desocupadas""",Agregados nacionais,Teresina,Teresina,0.41384594751144826,0.04121461556483893,[0.333 — 0.495],0.33306530100436393,0.4946265940185326,9.958926941938657,Boa (**)
Conribuintes_Desocupados,Responsáveis ou Cônjuges Desocupados,"contribuinte_renda_domicilio/VD4002 == ""Pessoas desocupadas""",Estrato administrativo,Admin_Capital,Capital,0.41384594751144826,0.04121461556483893,[0.333 — 0.495],0.33306530100436393,0.4946265940185326,9.958926941938657,Boa (**)
Conribuintes_Desocupados,Responsáveis ou Cônjuges Desocupados,"contribuinte_renda_domicilio/VD4002 == ""Pessoas desocupadas""",Estrato administrativo,"Admin_Resto da RIDE (Região Integrada de Desenvolvimento Econômico, excluindo a capital)","Resto da RIDE (Região Integrada de Desenvolvimento Econômico, excluindo a capital)",0.543579648272307,0.05891251814476076,[0.428 — 0.659],0.4281111127085759,0.659048183836038,10.83788150126777,Boa (**)
Conribuintes_Desocupados,Responsáveis ou Cônjuges Desocupados,"contribuinte_renda_domicilio/VD4002 == ""Pessoas desocupadas""",Estrato administrativo,"Admin_Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)","Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",0.6251846570245181,0.04577285242118256,[0.535 — 0.715],0.5354698662790003,0.7148994477700359,7.321493243137518,Boa (**)
Conribuintes_Desocupados,Responsáveis ou Cônjuges Desocupados,"contribuinte_renda_domicilio/VD4002 == ""Pessoas desocupadas""",Estrato agregado,Agreg_Alto Parnaíba e Chapadas Sul do Piauí,Alto Parnaíba e Chapadas Sul do Piauí,0.6575289009350799,0.06163837241380304,[0.537 — 0.778],0.5367176910040259,0.7783401108661339,9.374245348933918,Boa (**)
Conribuintes_Desocupados,Responsáveis ou Cônjuges Desocupados,"contribuinte_renda_domicilio/VD4002 == ""Pessoas desocupadas""",Estrato agregado,Agreg_Baixo Parnaíba do Piauí,Baixo Parnaíba do Piauí,0.5491318992028457,0.11155797776993416,[0.330 — 0.768],0.3304782627737747,0.7677855356319166,20.31533369885791,Regular (*)
Conribuintes_Desocupados,Responsáveis ou Cônjuges Desocupados,"contribuinte_renda_domicilio/VD4002 == ""Pessoas desocupadas""",Estrato agregado,Agreg_Centro-Leste do Piauí,Centro-Leste do Piauí,0.663844976277214,0.05690120630141803,[0.552 — 0.775],0.5523186119264346,0.7753713406279933,8.571459954478401,Boa (**)
Conribuintes_Desocupados,Responsáveis ou Cônjuges Desocupados,"contribuinte_renda_domicilio/VD4002 == ""Pessoas desocupadas""",Estrato agregado,Agreg_Entorno metropolitano de Teresina (PI),Entorno metropolitano de Teresina (PI),0.543579648272307,0.05891251814476076,[0.428 — 0.659],0.4281111127085759,0.659048183836038,10.83788150126777,Boa (**)
Conribuintes_Desocupados,Responsáveis ou Cônjuges Desocupados,"contribuinte_renda_domicilio/VD4002 == ""Pessoas desocupadas""",Estrato agregado,Agreg_Teresina,Teresina,0.41384594751144826,0.04121461556483893,[0.333 — 0.495],0.33306530100436393,0.4946265940185326,9.958926941938657,Boa (**)
Conribuintes_Desocupados,Responsáveis ou Cônjuges Desocupados,"contribuinte_renda_domicilio/VD4002 == ""Pessoas desocupadas""",Outro,Micro_2210011,Micro 2210011,0.444522214353496,0.05640492103098531,[0.334 — 0.555],0.3339685691327648,0.5550758595742272,12.688886901416046,Boa (**)
Conribuintes_Desocupados,Responsáveis ou Cônjuges Desocupados,"contribuinte_renda_domicilio/VD4002 == ""Pessoas desocupadas""",Outro,Micro_2210012,Micro 2210012,0.1633784403587803,0.0995410063295696,[-0.032 — 0.358],-0.031721932047176105,0.3584788127647367,60.926647427271796,Baixa
Conribuintes_Desocupados,Responsáveis ou Cônjuges Desocupados,"contribuinte_renda_domicilio/VD4002 == ""Pessoas desocupadas""",Outro,Micro_2210013,Micro 2210013,0.5370942872105773,0.14104649728914778,[0.261 — 0.814],0.2606431525238476,0.8135454218973069,26.2610310047569,Regular (*)
Conribuintes_Desocupados,Responsáveis ou Cônjuges Desocupados,"contribuinte_renda_domicilio/VD4002 == ""Pessoas desocupadas""",Outro,Micro_2210020,Micro 2210020,0.31546453451812934,0.16156402720644775,[-0.001 — 0.632],-0.0012009588065082233,0.6321300278427668,51.21464048351301,Baixa
Conribuintes_Desocupados,Responsáveis ou Cônjuges Desocupados,"contribuinte_renda_domicilio/VD4002 == ""Pessoas desocupadas""",Outro,Micro_2210030,Micro 2210030,0.44454502230090653,0.09571502109478924,[0.257 — 0.632],0.2569435809551196,0.6321464636466935,21.531007275569277,Regular (*)
Conribuintes_Desocupados,Responsáveis ou Cônjuges Desocupados,"contribuinte_renda_domicilio/VD4002 == ""Pessoas desocupadas""",Outro,Micro_2220010,Micro 2220010,0.5336399677884152,0.08849444434668381,[0.360 — 0.707],0.3601908568689149,0.7070890787079154,16.583173991527428,Regular (*)
Conribuintes_Desocupados,Responsáveis ou Cônjuges Desocupados,"contribuinte_renda_domicilio/VD4002 == ""Pessoas desocupadas""",Outro,Micro_2220020,Micro 2220020,0.5632270040853217,0.08518934125131787,[0.396 — 0.730],0.39625589523273863,0.7301981129379047,15.125223157519766,Regular (*)
Conribuintes_Desocupados,Responsáveis ou Cônjuges Desocupados,"contribuinte_renda_domicilio/VD4002 == ""Pessoas desocupadas""",Outro,Micro_2251011,Micro 2251011,0.6993488472797005,0.16741231412853574,[0.371 — 1.027],0.3712207115877704,1.0274769829716306,23.938312729009215,Regular (*)
Conribuintes_Desocupados,Responsáveis ou Cônjuges Desocupados,"contribuinte_renda_domicilio/VD4002 == ""Pessoas desocupadas""",Outro,Micro_2251012,Micro 2251012,0.7266572625696924,0.12906802217961363,[0.474 — 0.980],0.4736839390976497,0.9796305860417351,17.76188429235371,Regular (*)
Conribuintes_Desocupados,Responsáveis ou Cônjuges Desocupados,"contribuinte_renda_domicilio/VD4002 == ""Pessoas desocupadas""",Outro,Micro_2251013,Micro 2251013,0.6374664136391435,0.1418220456124396,[0.359 — 0.915],0.35949520423876186,0.9154376230395251,22.247767502418117,Regular (*)
Conribuintes_Desocupados,Responsáveis ou Cônjuges Desocupados,"contribuinte_renda_domicilio/VD4002 == ""Pessoas desocupadas""",Outro,Micro_2251020,Micro 2251020,0.6848491116271362,0.0918255293026742,[0.505 — 0.865],0.5048710741938949,0.8648271490603776,13.408140237563495,Boa (**)
Conribuintes_Desocupados,Responsáveis ou Cônjuges Desocupados,"contribuinte_renda_domicilio/VD4002 == ""Pessoas desocupadas""",Outro,Micro_2251021,Micro 2251021,0.7088399087336694,0.34515743477215394,[0.032 — 1.385],0.03233133658024767,1.385348480887091,48.693284692275846,Baixa
Conribuintes_Desocupados,Responsáveis ou Cônjuges Desocupados,"contribuinte_renda_domicilio/VD4002 == ""Pessoas desocupadas""",Outro,Micro_2251022,Micro 2251022,0.3334106665661268,0.34184630034314106,[-0.337 — 1.003],-0.33660808210642973,1.0034294152386833,102.53010314993662,Baixa
Conribuintes_Desocupados,Responsáveis ou Cônjuges Desocupados,"contribuinte_renda_domicilio/VD4002 == ""Pessoas desocupadas""",Outro,Micro_2252011,Micro 2252011,0.5251484202342939,0.20198254193048845,[0.129 — 0.921],0.1292626380505365,0.9210342024180512,38.461991724239475,Baixa
Conribuintes_Desocupados,Responsáveis ou Cônjuges Desocupados,"contribuinte_renda_domicilio/VD4002 == ""Pessoas desocupadas""",Outro,Micro_2252012,Micro 2252012,0.6239509344213972,0.14398505162146644,[0.342 — 0.906],0.3417402332433229,0.9061616355994714,23.07634201317237,Regular (*)
Conribuintes_Desocupados,Responsáveis ou Cônjuges Desocupados,"contribuinte_renda_domicilio/VD4002 == ""Pessoas desocupadas""",Outro,Micro_2252013,Micro 2252013,0.4358712187691741,0.1995437391246623,[0.045 — 0.827],0.04476549008483599,0.8269769474535122,45.78043480093495,Baixa
Conribuintes_Desocupados,Responsáveis ou Cônjuges Desocupados,"contribuinte_renda_domicilio/VD4002 == ""Pessoas desocupadas""",Outro,Micro_2252020,Micro 2252020,0.6816995892985102,0.1621561907441656,[0.364 — 1.000],0.3638734554399456,0.9995257231570747,23.787045392095557,Regular (*)
Conribuintes_Desocupados,Responsáveis ou Cônjuges Desocupados,"contribuinte_renda_domicilio/VD4002 == ""Pessoas desocupadas""",Outro,Micro_2252021,Micro 2252021,0,0,[0.000 — 0.000],0,0,NA,NA
Conribuintes_Desocupados,Responsáveis ou Cônjuges Desocupados,"contribuinte_renda_domicilio/VD4002 == ""Pessoas desocupadas""",Outro,Micro_2252022,Micro 2252022,0,0,[0.000 — 0.000],0,0,NA,NA
